token	true	prediction
jakarta	I-LOC	I-LOC
and	O	O
surabaya	I-LOC	I-LOC
.	O	O

key	O	O
stock	O	O
and	O	O
currency	O	O
market	O	O
movements	O	O
at	O	O
1600	O	O
gmt	I-MISC	I-MISC
.	O	O

london	I-LOC	I-LOC
$UNK$	O	O

the	O	O
following	O	O
table	O	O
shows	O	O
the	O	O
latest	O	O
close	O	O
of	O	O
key	O	O
$UNK$	O	O
on	O	O
major	O	O
world	O	O
stock	O	O
exchanges	O	O
,	O	O
the	O	O
day	O	O
's	O	O
change	O	O
in	O	O
points	O	O
and	O	O
the	O	O
indices	O	O
'	O	O
1996	O	O
closing	O	O
highs	O	O
and	O	O
lows	O	O
(	O	O
with	O	O
dates	O	O
)	O	O
.	O	O

also	O	O
shown	O	O
are	O	O
the	O	O
london	I-LOC	I-LOC
closing	O	O
values	O	O
of	O	O
the	O	O
german	I-MISC	I-MISC
mark	O	O
,	O	O
the	O	O
japanese	I-MISC	I-MISC
yen	O	O
,	O	O
the	O	O
british	I-MISC	I-MISC
pound	O	O
and	O	O
gold	O	O
bullion	O	O
(	O	O
previous	O	O
day	O	O
's	O	O
closes	O	O
in	O	O
brackets	O	O
)	O	O
:	O	O

aug	O	O
23	O	O
day	O	O
's	O	O
change	O	O
1996	O	O
high	O	O
1996	O	O
low	O	O

close	O	O
in	O	O
points	O	O

new	I-LOC	I-LOC
york	I-LOC	I-LOC
$UNK$	O	O
-	O	O
22.94	O	O
$UNK$	O	O
$UNK$	O	O

(	O	O
midday	O	O
)	O	O
(	O	O
may	O	O
22	O	O
)	O	O
(	O	O
jan	O	O
10	O	O
)	O	O

london	I-LOC	I-LOC
$UNK$	O	O
$UNK$	O	O
$UNK$	O	O
$UNK$	O	O

(	O	O
aug	O	O
23	O	O
)	O	O
(	O	O
jul	O	O
16	O	O
)	O	O

tokyo	I-LOC	I-LOC
$UNK$	O	O
-	O	O
$UNK$	O	O
$UNK$	O	O
$UNK$	O	O

(	O	O
jun	O	O
26	O	O
)	O	O
(	O	O
mar	O	O
13	O	O
)	O	O

frankfurt	I-LOC	I-LOC
$UNK$	O	O
-	O	O
2.10	O	O
$UNK$	O	O
)	O	O
$UNK$	O	O

(	O	O
jul	O	O
5	O	O
)	O	O
(	O	O
jan	O	O
2	O	O
)	O	O

paris	I-LOC	I-LOC
$UNK$	O	O
$UNK$	O	O
$UNK$	O	O
$UNK$	O	O

(	O	O
apr	O	O
30	O	O
)	O	O
(	O	O
jan	O	O
11	O	O
)	O	O

sydney	I-LOC	I-LOC
$UNK$	O	O
$UNK$	O	O
$UNK$	O	O
$UNK$	O	O

(	O	O
apr	O	O
26	O	O
)	O	O
(	O	O
jul	O	O
17	O	O
)	O	O

hong	I-LOC	I-LOC
kong	I-LOC	I-LOC
$UNK$	O	O
-	O	O
54.13	O	O
$UNK$	O	O
$UNK$	O	O

(	O	O
feb	O	O
16	O	O
)	O	O
(	O	O
jan	O	O
2	O	O
)	O	O

-	O	O
-	O	O
-	O	O
-	O	O

foreign	O	I-ORG
exchange	O	I-ORG
/	O	O
gold	O	O
bullion	O	I-ORG
close	O	O
in	O	O
london	I-LOC	I-LOC

dollar	O	O
/	O	O
mark	O	O
...	O	O

$UNK$	O	O
(	O	O
$UNK$	O	O
)	O	O

dollar	O	O
/	O	O
yen	O	O
....	O	O

108.50	O	O
(	O	O
108.43	O	O
)	O	O

pound	O	O
/	O	O
dollar	O	O
$UNK$	O	O

$	O	O
1.5520	O	O
(	O	O
$	O	O
$UNK$	O	O
)	O	O

gold	O	O
(	O	O
ounce	O	O
)	O	O
$UNK$	O	O

$	O	O
387.50	O	O
(	O	O
$	O	O
$UNK$	O	O
)	O	O

-	O	O
-	O	O
-	O	O
-	O	O

$UNK$	O	O
used	O	O
and	O	O
their	O	O
all-time	O	O
closing	O	O
highs	O	O

new	I-LOC	I-LOC
york	I-LOC	I-LOC
dow	I-MISC	I-MISC
jones	I-MISC	I-MISC
industrial	O	I-MISC
average	O	O
--	O	O
$UNK$	O	O
(	O	O
may	O	O
$UNK$	O	O
)	O	O

london	I-LOC	I-LOC
ftse-100	I-MISC	I-MISC
index	O	O
--	O	O
$UNK$	O	O
(	O	O
aug	O	O
$UNK$	O	O
)	O	O

tokyo	I-LOC	I-LOC
nikkei	I-MISC	I-MISC
average	O	O
--	O	O
38,915.87	O	O
(	O	O
dec	O	O
$UNK$	O	O
)	O	O

frankfurt	I-LOC	I-LOC
$UNK$	I-MISC	O
index	O	O
--	O	O
$UNK$	O	O
(	O	O
jul	O	O
$UNK$	O	O
)	O	O

paris	I-LOC	I-LOC
cac-40	I-MISC	I-MISC
general	I-MISC	O
index	O	O
--	O	O
$UNK$	O	O
(	O	O
feb	O	O
$UNK$	O	O
)	O	O

sydney	I-LOC	I-LOC
australian	I-MISC	I-MISC
$UNK$	I-MISC	I-MISC
index	O	O
--	O	O
$UNK$	O	O
(	O	O
feb	O	O
$UNK$	O	O
)	O	O

hong	I-LOC	I-LOC
kong	I-LOC	I-LOC
hang	I-MISC	I-MISC
seng	I-MISC	I-MISC
index	O	O
--	O	O
$UNK$	O	O
(	O	O
jan	O	O
$UNK$	O	O
)	O	O

ukraine	I-LOC	I-LOC
hails	O	O
peace	O	O
as	O	O
marks	O	O
five-year	O	O
independence	O	O
.	O	O

rostislav	I-PER	I-PER
$UNK$	I-PER	I-PER

kiev	I-LOC	I-LOC
$UNK$	O	O

ukraine	I-LOC	I-LOC
celebrates	O	O
five	O	O
years	O	O
of	O	O
independence	O	O
from	O	O
kremlin	I-LOC	I-LOC
rule	O	O
on	O	O
saturday	O	O
,	O	O
hailing	O	O
civil	O	O
and	O	O
inter-ethnic	O	O
peace	O	O
as	O	O
its	O	O
main	O	O
post-soviet	I-MISC	I-MISC
achievement	O	O
.	O	O

ukraine	I-LOC	I-LOC
's	O	O
declaration	O	O
of	O	O
independence	O	O
in	O	O
1991	O	O
,	O	O
backed	O	O
$UNK$	O	O
by	O	O
a	O	O
referendum	O	O
in	O	O
december	O	O
of	O	O
that	O	O
year	O	O
,	O	O
effectively	O	O
dealt	O	O
a	O	O
death	O	O
blow	O	O
to	O	O
the	O	O
soviet	I-MISC	I-MISC
empire	O	O
and	O	O
ended	O	O
more	O	O
than	O	O
three	O	O
centuries	O	O
of	O	O
rule	O	O
from	O	O
moscow	I-LOC	I-LOC
.	O	O

ukraine	I-LOC	I-LOC
,	O	O
with	O	O
a	O	O
russian	I-MISC	I-MISC
community	O	O
of	O	O
11	O	O
million	O	O
people	O	O
--	O	O
the	O	O
world	O	O
's	O	O
largest	O	O
outside	O	O
russia	I-LOC	I-LOC
--	O	O
has	O	O
avoided	O	O
conflicts	O	O
like	O	O
those	O	O
in	O	O
russia	I-LOC	I-LOC
's	O	O
chechnya	I-LOC	I-LOC
,	O	O
neighbouring	O	O
moldova	I-LOC	I-LOC
,	O	O
and	O	O
the	O	O
former	O	O
soviet	I-MISC	I-MISC
republics	O	I-MISC
of	O	O
georgia	I-LOC	I-LOC
,	O	O
azerbaijan	I-LOC	I-LOC
and	O	O
tajikistan	I-LOC	I-LOC
.	O	O

"	O	O
ukraine	I-LOC	I-LOC
's	O	O
biggest	O	O
achievements	O	O
for	O	O
five	O	O
years	O	O
are	O	O
the	O	O
preservation	O	O
of	O	O
civil	O	O
peace	O	O
and	O	O
inter-ethnic	O	O
harmony	O	O
,	O	O
"	O	O
president	O	O
leonid	I-PER	I-PER
kuchma	I-PER	I-PER
said	O	O
in	O	O
televised	O	O
statement	O	O
this	O	O
week	O	O
.	O	O

"	O	O
unlike	O	O
many	O	O
other	O	O
post-soviet	I-MISC	I-MISC
countries	O	O
we	O	O
were	O	O
able	O	O
to	O	O
deal	O	O
with	O	O
conflict	O	O
situations	O	O
in	O	O
a	O	O
peaceful	O	O
and	O	O
civilised	O	O
way	O	O
.	O	O
"	O	O

but	O	O
independence	O	O
was	O	O
initially	O	O
accompanied	O	O
by	O	O
$UNK$	O	O
and	O	O
economic	O	O
collapse	O	O
,	O	O
although	O	O
there	O	O
are	O	O
signs	O	O
of	O	O
a	O	O
turnaround	O	O
.	O	O

inflation	O	O
--	O	O
a	O	O
$UNK$	O	O
10,300	O	O
percent	O	O
a	O	O
year	O	O
in	O	O
1993	O	O
--	O	O
was	O	O
a	O	O
respectable	O	O
0.1	O	O
percent	O	O
a	O	O
month	O	O
in	O	O
june	O	O
and	O	O
july	O	O
and	O	O
the	O	O
economy	O	O
has	O	O
just	O	O
begun	O	O
to	O	O
grow	O	O
.	O	O

kuchma	I-PER	I-PER
told	O	O
a	O	O
solemn	O	O
ceremony	O	O
at	O	O
the	O	O
ukraina	I-LOC	I-LOC
palace	I-LOC	I-LOC
on	O	O
friday	O	O
that	O	O
"	O	O
there	O	O
was	O	O
a	O	O
turning	O	O
point	O	O
"	O	O
in	O	O
reforms	O	O
and	O	O
that	O	O
he	O	O
expected	O	O
a	O	O
rise	O	O
in	O	O
the	O	O
standard	O	O
of	O	O
living	O	O
in	O	O
the	O	O
near	O	O
future	O	O
.	O	O

"	O	O
there	O	O
is	O	O
no	O	O
doubt	O	O
that	O	O
economic	O	O
growth	O	O
has	O	O
already	O	O
started	O	O
,	O	O
"	O	O
said	O	O
adelbert	I-PER	I-PER
$UNK$	I-PER	I-PER
,	O	O
head	O	O
of	O	O
the	O	O
international	I-ORG	I-ORG
monetary	I-ORG	I-ORG
fund	I-ORG	I-ORG
's	O	I-ORG
mission	O	I-ORG
in	O	O
ukraine	I-LOC	I-LOC
.	O	O
"	O	O

the	O	O
national	O	I-ORG
bank	O	I-ORG
and	O	O
the	O	O
government	O	O
have	O	O
every	O	O
reason	O	O
to	O	O
be	O	O
proud	O	O
of	O	O
their	O	O
efforts	O	O
.	O	O
"	O	O

central	O	I-ORG
bank	O	I-ORG
officials	O	O
said	O	O
on	O	O
thursday	O	O
that	O	O
a	O	O
$UNK$	O	O
hryvna	O	O
currency	O	O
would	O	O
"	O	O
definitely	O	O
"	O	O
be	O	O
introduced	O	O
before	O	O
the	O	O
end	O	O
of	O	O
this	O	O
year	O	O
.	O	O

it	O	O
will	O	O
replace	O	O
the	O	O
interim	O	O
karbovanets	O	I-MISC
currency	O	O
,	O	O
which	O	O
was	O	O
introduced	O	O
at	O	O
par	O	O
to	O	O
the	O	O
russian	I-MISC	I-MISC
rouble	O	O
in	O	O
1992	O	O
but	O	O
now	O	O
trades	O	O
at	O	O
almost	O	O
33	O	O
karbovanets	O	O
per	O	O
rouble	O	O
.	O	O

ukraine	I-LOC	I-LOC
has	O	O
repeatedly	O	O
promised	O	O
to	O	O
introduce	O	O
the	O	O
hryvna	O	O
but	O	O
had	O	O
to	O	O
postpone	O	O
the	O	O
plans	O	O
because	O	O
of	O	O
economic	O	O
problems	O	O
.	O	O

proud	O	O
of	O	O
its	O	O
record	O	O
in	O	O
promptly	O	O
joining	O	O
both	O	O
the	O	O
council	I-ORG	I-ORG
of	I-ORG	I-ORG
europe	I-ORG	I-ORG
and	O	O
nato	I-ORG	I-ORG
's	O	O
partnership	I-MISC	O
for	I-MISC	O
peace	I-MISC	O
,	O	O
ukraine	I-LOC	I-LOC
caused	O	O
a	O	O
foreign	O	O
policy	O	O
wrangle	O	O
this	O	O
week	O	O
,	O	O
offending	O	O
china	I-LOC	I-LOC
by	O	O
allowing	O	O
a	O	O
taiwanese	I-MISC	I-MISC
minister	O	O
to	O	O
appear	O	O
on	O	O
a	O	O
public	O	O
,	O	O
if	O	O
unofficial	O	O
visit	O	O
.	O	O

china	I-LOC	I-LOC
cancelled	O	O
a	O	O
visit	O	O
by	O	O
a	O	O
top-level	O	O
delegation	O	O
in	O	O
protest	O	O
.	O	O

kiev	I-LOC	I-LOC
's	O	O
foreign	O	O
minister	O	O
hennady	I-PER	I-PER
udovenko	I-PER	I-PER
said	O	O
beijing	I-LOC	I-LOC
was	O	O
overreacting	O	O
.	O	O

but	O	O
ukraine	I-LOC	I-LOC
,	O	O
seeing	O	O
itself	O	O
as	O	O
a	O	O
bridge	O	O
between	O	O
russia	I-LOC	I-LOC
and	O	O
the	O	O
rapidly	O	O
$UNK$	I-MISC	O
countries	O	O
of	O	O
eastern	O	O
europe	I-LOC	I-LOC
,	O	O
is	O	O
looking	O	O
west	O	O
as	O	O
well	O	O
as	O	O
east	O	I-LOC
.	O	O

"	O	O
the	O	O
strategic	O	O
aim	O	O
of	O	O
european	I-MISC	I-MISC
integration	O	O
should	O	O
not	O	O
in	O	O
any	O	O
way	O	O
damage	O	O
ukraine	I-LOC	I-LOC
's	O	O
interests	O	O
in	O	O
post-soviet	I-MISC	I-MISC
areas	O	O
.	O	O

relations	O	O
with	O	O
russia	I-LOC	I-LOC
,	O	O
which	O	O
is	O	O
our	O	O
main	O	O
partner	O	O
,	O	O
have	O	O
great	O	O
importance	O	O
,	O	O
"	O	O
kuchma	I-PER	I-PER
said	O	O
.	O	O

"	O	O
but	O	O
ukraine	I-LOC	I-LOC
cannot	O	O
be	O	O
economically	O	O
oriented	O	O
on	O	O
russia	I-LOC	I-LOC
,	O	O
even	O	O
though	O	O
those	O	O
in	O	O
some	O	O
circles	O	O
push	O	O
us	O	O
to	O	O
do	O	O
that	O	O
.	O	O
"	O	O

kuchma	I-PER	I-PER
has	O	O
said	O	O
kiev	I-LOC	I-LOC
wants	O	O
membership	O	O
of	O	O
the	O	O
european	I-ORG	I-ORG
union	I-ORG	I-ORG
,	O	O
associate	O	O
membership	O	O
of	O	O
the	O	O
western	I-ORG	I-ORG
european	I-ORG	I-ORG
union	I-ORG	I-ORG
defence	O	O
grouping	O	O
and	O	O
to	O	O
move	O	O
closer	O	O
to	O	O
nato	I-ORG	I-ORG
.	O	O

a	O	O
message	O	O
from	O	O
the	O	O
west	O	O
this	O	O
week	O	O
from	O	O
u.s.	I-LOC	I-LOC
president	O	O
bill	I-PER	I-PER
clinton	I-PER	I-PER
congratulated	O	O
ukraine	I-LOC	I-LOC
on	O	O
the	O	O
anniversary	O	O
,	O	O
promising	O	O
to	O	O
support	O	O
market	O	O
reforms	O	O
and	O	O
praising	O	O
ukraine	I-LOC	I-LOC
as	O	O
a	O	O
"	O	O
stabilising	O	O
factor	O	O
"	O	O
in	O	O
a	O	O
united	O	I-LOC
europe	I-LOC	I-LOC
.	O	O

oldest	O	O
albania	I-LOC	I-LOC
book	O	O
disappears	O	O
from	O	O
vatican	I-LOC	I-LOC
-	O	O
paper	O	O
.	O	O

tirana	I-LOC	I-LOC
$UNK$	O	O

a	O	O
16th-century	O	O
document	O	O
,	O	O
the	O	O
earliest	O	O
complete	O	O
example	O	O
of	O	O
written	O	O
albanian	I-MISC	I-MISC
,	O	O
has	O	O
disappeared	O	O
from	O	O
the	O	O
vatican	I-LOC	I-LOC
archives	O	O
,	O	O
an	O	O
albanian	I-MISC	I-MISC
newspaper	O	O
said	O	O
on	O	O
friday	O	O
.	O	O

gazeta	I-ORG	I-ORG
shqiptare	I-ORG	I-ORG
said	O	O
the	O	O
"	O	O
book	I-MISC	I-MISC
of	I-MISC	I-MISC
mass	I-MISC	I-MISC
'	O	O
,	O	O
by	O	O
gjon	I-PER	I-MISC
$UNK$	I-PER	I-MISC
,	O	O
dating	O	O
from	O	O
1555	O	O
and	O	O
discovered	O	O
in	O	O
1740	O	O
in	O	O
a	O	O
religious	O	O
seminary	O	O
in	O	O
rome	I-LOC	I-LOC
,	O	O
was	O	O
the	O	O
first	O	O
major	O	O
document	O	O
published	O	O
in	O	O
the	O	O
albanian	I-MISC	I-MISC
language	O	O
.	O	O

"	O	O
we	O	O
albanians	I-MISC	I-MISC
,	O	O
sons	O	O
of	O	O
$UNK$	I-MISC	O
,	O	O
believed	O	O
our	O	O
language	O	O
had	O	O
a	O	O
written	O	O
document	O	O
but	O	O
now	O	O
we	O	O
do	O	O
not	O	O
have	O	O
it	O	O
any	O	O
more	O	O
,	O	O
"	O	O
lamented	O	O
scholar	O	O
musa	I-PER	I-PER
hamiti	I-PER	I-PER
,	O	O
told	O	O
of	O	O
the	O	O
loss	O	O
by	O	O
the	O	O
vatican	I-LOC	I-ORG
library	O	I-ORG
.	O	O

tirana	I-LOC	I-LOC
's	O	O
national	O	O
library	O	O
has	O	O
three	O	O
copies	O	O
of	O	O
the	O	O
"	O	O
book	I-MISC	I-MISC
of	I-MISC	I-MISC
mass	I-MISC	I-MISC
'	O	O
.	O	O
"	O	O

there	O	O
is	O	O
nothing	O	O
left	O	O
for	O	O
us	O	O
but	O	O
to	O	O
be	O	O
grateful	O	O
to	O	O
civilisation	O	O
for	O	O
inventing	O	O
photocopies	O	O
,	O	O
"	O	O
gazeta	I-ORG	I-ORG
shqiptare	I-ORG	I-ORG
said	O	O
.	O	O

russia	I-LOC	I-LOC
to	O	O
clamp	O	O
down	O	O
on	O	O
barter	O	O
deals	O	O
.	O	O

moscow	I-LOC	I-LOC
$UNK$	O	O

russian	I-MISC	I-MISC
officials	O	O
,	O	O
keen	O	O
to	O	O
cut	O	O
capital	O	O
flight	O	O
,	O	O
will	O	O
adopt	O	O
tight	O	O
measures	O	O
to	O	O
cut	O	O
barter	O	O
deals	O	O
in	O	O
foreign	O	O
trade	O	O
to	O	O
a	O	O
minimum	O	O
,	O	O
a	O	O
customs	O	O
official	O	O
said	O	O
on	O	O
friday	O	O
.	O	O

"	O	O
we	O	O
have	O	O
always	O	O
been	O	O
concerned	O	O
about	O	O
barter	O	O
deals	O	O
with	O	O
other	O	O
countries	O	O
,	O	O
viewing	O	O
them	O	O
as	O	O
a	O	O
disguised	O	O
kind	O	O
of	O	O
capital	O	O
flight	O	O
from	O	O
russia	I-LOC	I-LOC
,	O	O
"	O	O
marina	I-PER	I-PER
volkova	I-PER	I-PER
,	O	O
deputy	O	O
head	O	O
of	O	O
the	O	O
currency	O	I-ORG
department	O	I-ORG
at	O	O
the	O	O
state	I-ORG	I-ORG
customs	I-ORG	I-ORG
committee	I-ORG	I-ORG
,	O	O
told	O	O
reuters	I-ORG	I-ORG
.	O	O

volkova	I-PER	I-PER
said	O	O
last	O	O
year	O	O
goods	O	O
had	O	O
been	O	O
exported	O	O
under	O	O
many	O	O
russian	I-MISC	I-MISC
barter	O	O
deals	O	O
,	O	O
with	O	O
nothing	O	O
imported	O	O
in	O	O
return	O	O
.	O	O

she	O	O
said	O	O
the	O	O
cost	O	O
of	O	O
such	O	O
$UNK$	O	O
goods	O	O
was	O	O
$	O	O
1.10	O	O
billion	O	O
in	O	O
1995	O	O
.	O	O

barter	O	O
deals	O	O
were	O	O
worth	O	O
$	O	O
4.9	O	O
billion	O	O
last	O	O
year	O	O
,	O	O
or	O	O
about	O	O
eight	O	O
percent	O	O
of	O	O
all	O	O
russian	I-MISC	I-MISC
exports	O	O
estimated	O	O
at	O	O
$	O	O
61.5	O	O
billion	O	O
,	O	O
she	O	O
said	O	O
.	O	O

"	O	O
the	O	O
cost	O	O
of	O	O
exported	O	O
goods	O	O
is	O	O
too	O	O
often	O	O
understated	O	O
,	O	O
so	O	O
the	O	O
actual	O	O
share	O	O
of	O	O
barter	O	O
deals	O	O
in	O	O
russian	I-MISC	I-MISC
exports	O	O
and	O	O
the	O	O
amount	O	O
of	O	O
$UNK$	O	O
goods	O	O
may	O	O
be	O	O
even	O	O
higher	O	O
,	O	O
"	O	O
volkova	I-PER	I-PER
said	O	O
.	O	O

a	O	O
few	O	O
days	O	O
ago	O	O
russian	I-MISC	I-MISC
president	O	O
boris	I-PER	I-PER
yeltsin	I-PER	I-PER
issued	O	O
a	O	O
decree	O	O
on	O	O
state	O	O
regulation	O	O
of	O	O
foreign	O	O
barter	O	O
deals	O	O
,	O	O
and	O	O
volkova	I-PER	I-PER
said	O	O
this	O	O
"	O	O
could	O	O
substantially	O	O
improve	O	O
the	O	O
situation	O	O
"	O	O
.	O	O

in	O	O
line	O	O
with	O	O
the	O	O
decree	O	O
,	O	O
which	O	O
will	O	O
come	O	O
into	O	O
force	O	O
on	O	O
november	O	O
1	O	O
,	O	O
all	O	O
russian	I-MISC	I-MISC
barter	O	O
traders	O	O
will	O	O
be	O	O
obliged	O	O
to	O	O
import	O	O
goods	O	O
worth	O	O
the	O	O
cost	O	O
of	O	O
their	O	O
exports	O	O
within	O	O
180	O	O
days	O	O
.	O	O

"	O	O
if	O	O
traders	O	O
are	O	O
late	O	O
,	O	O
they	O	O
will	O	O
have	O	O
to	O	O
pay	O	O
fines	O	O
worth	O	O
the	O	O
cost	O	O
of	O	O
their	O	O
exported	O	O
goods	O	O
,	O	O
"	O	O
volkova	I-PER	I-PER
said	O	O
.	O	O

understating	O	O
the	O	O
cost	O	O
of	O	O
exported	O	O
goods	O	O
could	O	O
still	O	O
be	O	O
a	O	O
loophole	O	O
for	O	O
barter	O	O
dealers	O	O
,	O	O
but	O	O
volkova	I-PER	I-PER
said	O	O
the	O	O
authorities	O	O
are	O	O
currently	O	O
"	O	O
tackling	O	O
the	O	O
technicalities	O	O
of	O	O
the	O	O
issue	O	O
"	O	O
.	O	O

barter	O	O
has	O	O
always	O	O
been	O	O
a	O	O
feature	O	O
of	O	O
the	O	O
soviet	I-LOC	I-ORG
union	I-LOC	I-ORG
's	O	O
foreign	O	O
trade	O	O
,	O	O
but	O	O
yeltsin	I-PER	I-PER
's	O	O
decrees	O	O
liberalising	O	O
foreign	O	O
trade	O	O
in	O	O
1991-1992	O	O
has	O	O
given	O	O
barter	O	O
a	O	O
new	O	O
impetus	O	O
.	O	O

a	O	O
few	O	O
years	O	O
ago	O	O
,	O	O
barter	O	O
deals	O	O
accounted	O	O
for	O	O
up	O	O
to	O	O
25-30	O	O
percent	O	O
of	O	O
russian	I-MISC	I-MISC
exports	O	O
because	O	O
"	O	O
thousands	O	O
(	O	O
of	O	O
)	O	O
trade	O	O
companies	O	O
which	O	O
popped	O	O
up	O	O
preferred	O	O
barter	O	O
in	O	O
the	O	O
absence	O	O
of	O	O
reliable	O	O
russian	I-MISC	I-MISC
banks	O	O
and	O	O
money	O	O
transfer	O	O
systems	O	O
"	O	O
,	O	O
volkova	I-PER	I-PER
said	O	O
.	O	O

"	O	O
now	O	O
many	O	O
russian	I-MISC	I-MISC
banks	O	O
are	O	O
strong	O	O
and	O	O
can	O	O
make	O	O
various	O	O
sorts	O	O
of	O	O
money	O	O
$UNK$	O	O
,	O	O
while	O	O
incompetent	O	O
traders	O	O
are	O	O
being	O	O
ousted	O	O
by	O	O
more	O	O
experienced	O	O
ones	O	O
.	O	O

but	O	O
the	O	O
current	O	O
share	O	O
of	O	O
barter	O	O
deals	O	O
in	O	O
russian	I-MISC	I-MISC
exports	O	O
is	O	O
still	O	O
high	O	O
,	O	O
"	O	O
she	O	O
said	O	O
.	O	O

--	O	O
dmitry	I-PER	I-PER
solovyov	I-PER	I-PER
,	O	O
moscow	I-ORG	I-ORG
newsroom	I-ORG	I-ORG
,	O	O
$UNK$	O	O
941	O	O
$UNK$	O	O

viacom	I-ORG	I-ORG
plans	O	O
"	O	O
mission	I-MISC	O
"	O	O
sequel	O	O
-	O	O
report	O	O
.	O	O

los	I-LOC	I-LOC
angeles	I-LOC	I-LOC
$UNK$	O	O

paramount	I-ORG	I-ORG
pictures	I-ORG	O
is	O	O
going	O	O
ahead	O	O
with	O	O
a	O	O
sequel	O	O
to	O	O
the	O	O
tom	I-PER	I-MISC
cruise	I-PER	I-MISC
blockbuster	O	O
,	O	O
"	O	O
mission	I-MISC	I-MISC
:	I-MISC	I-MISC
impossible	I-MISC	I-MISC
"	O	O
and	O	O
hopes	O	O
to	O	O
release	O	O
it	O	O
in	O	O
the	O	O
summer	O	O
of	O	O
1998	O	O
,	O	O
daily	I-ORG	O
variety	I-ORG	O
reported	O	O
in	O	O
its	O	O
friday	O	O
edition	O	O
.	O	O

the	O	O
big-screen	O	O
version	O	O
of	O	O
the	O	O
spy	O	O
tv	O	O
series	O	O
has	O	O
grossed	O	O
$	O	O
175	O	O
million	O	O
domestically	O	O
since	O	O
opening	O	O
may	O	O
22	O	O
,	O	O
and	O	O
$	O	O
338	O	O
million	O	O
overseas	O	O
so	O	O
far	O	O
.	O	O

it	O	O
's	O	O
the	O	O
biggest	O	O
success	O	O
for	O	O
viacom	I-MISC	I-MISC
$UNK$	I-MISC	I-MISC
paramount	I-ORG	I-ORG
since	O	O
1994	O	O
's	O	O
"	O	O
forrest	I-MISC	I-MISC
gump	I-MISC	I-MISC
"	O	O
.	O	O

however	O	O
,	O	O
many	O	O
critics	O	O
complained	O	O
its	O	O
plot	O	O
was	O	O
incomprehensible	O	O
.	O	O

cruise	I-PER	O
will	O	O
reprise	O	O
his	O	O
roles	O	O
as	O	O
star	O	O
and	O	O
co-producer	O	O
,	O	O
and	O	O
will	O	O
soon	O	O
meet	O	O
academy	I-MISC	O
award-winning	I-MISC	O
screenwriter	O	O
william	I-PER	I-PER
goldman	I-PER	I-PER
,	O	O
who	O	O
will	O	O
write	O	O
the	O	O
script	O	O
,	O	O
the	O	O
report	O	O
said	O	O
.	O	O

it	O	O
said	O	O
"	O	O
mission	I-MISC	I-MISC
:	I-MISC	I-MISC
impossible	I-MISC	I-MISC
"	O	O
director	O	O
brian	I-PER	I-PER
de	I-PER	I-PER
palma	I-PER	I-PER
would	O	O
have	O	O
first	O	O
crack	O	O
at	O	O
the	O	O
sequel	O	O
,	O	O
though	O	O
no	O	O
deals	O	O
have	O	O
been	O	O
made	O	O
yet	O	O
.	O	O

goldman	I-PER	I-PER
,	O	O
whose	O	O
oscars	I-MISC	O
were	O	O
for	O	O
"	O	O
butch	I-MISC	I-PER
cassidy	I-MISC	I-PER
and	I-MISC	O
the	I-MISC	O
sundance	I-MISC	I-MISC
kid	I-MISC	I-MISC
"	O	O
and	O	O
"	O	O
all	I-MISC	O
the	I-MISC	I-MISC
president	I-MISC	I-MISC
's	I-MISC	I-MISC
men	I-MISC	I-MISC
"	O	O
,	O	O
earlier	O	O
this	O	O
summer	O	O
criticised	O	O
some	O	O
of	O	O
the	O	O
season	O	O
's	O	O
blockbusters	O	O
.	O	O

however	O	O
,	O	O
he	O	O
singled	O	O
out	O	O
"	O	O
mission	I-MISC	I-MISC
:	I-MISC	I-MISC
impossible	I-MISC	I-MISC
"	O	O
as	O	O
an	O	O
especially	O	O
entertaining	O	O
movie	O	O
,	O	O
daily	I-ORG	O
variety	I-ORG	O
said	O	O
.	O	O

cricket	O	O
-	O	O
crawley	I-PER	I-PER
forced	O	O
to	O	O
sit	O	O
and	O	O
wait	O	O
.	O	O

london	I-LOC	I-LOC
$UNK$	O	O

england	I-LOC	I-LOC
batsman	O	O
john	I-PER	I-PER
crawley	I-PER	I-PER
was	O	O
forced	O	O
to	O	O
endure	O	O
a	O	O
frustrating	O	O
delay	O	O
of	O	O
over	O	O
three	O	O
hours	O	O
before	O	O
resuming	O	O
his	O	O
quest	O	O
for	O	O
a	O	O
maiden	O	O
test	O	O
century	O	O
in	O	O
the	O	O
third	O	O
test	O	O
against	O	O
pakistan	I-LOC	I-LOC
on	O	O
friday	O	O
.	O	O

heavy	O	O
overnight	O	O
rain	O	O
and	O	O
morning	O	O
drizzle	O	O
ruled	O	O
out	O	O
any	O	O
play	O	O
before	O	O
lunch	O	O
on	O	O
the	O	O
second	O	O
day	O	O
but	O	O
an	O	O
improvement	O	O
in	O	O
the	O	O
weather	O	O
prompted	O	O
the	O	O
umpires	O	O
to	O	O
announce	O	O
a	O	O
1415	O	O
local	O	O
time	O	O
(	O	O
1315	O	O
gmt	I-MISC	I-MISC
)	O	O
start	O	O
in	O	O
the	O	O
event	O	O
of	O	O
no	O	O
further	O	O
